Zeit;Kanal A
-4,98779805;1,08836734
-4,98769405;1,08836734
-4,98759005;1,04100025
-4,98748605;0,99378693
-4,98738205;1,04100025
-4,98727805;1,08836734
-4,98717405;1,04100025
-4,98707005;1,08836734
-4,98696605;1,08836734
-4,98686205;1,08836734
-4,98675805;1,04100025
-4,98665405;1,08836734
-4,98655005;1,04100025
-4,98644605;1,04100025
-4,98634205;1,08836734
-4,98623805;1,08836734
-4,98613405;1,04100025
-4,98603005;1,08836734
-4,98592605;1,04100025
-4,98582205;1,04100025
-4,98571805;1,04100025
-4,98561405;1,04100025
-4,98551005;1,08836734
-4,98540605;1,08836734
-4,98530205;1,08836734
-4,98519805;0,99378693
-4,98509405;1,08836734
-4,98499005;1,08836734
-4,98488605;1,08836734
-4,98478205;1,08836734
-4,98467805;1,08836734
-4,98457405;1,08836734
-4,98447005;1,04100025
-4,98436605;1,08836734
-4,98426205;1,04100025
-4,98415805;1,08836734
-4,98405405;1,04100025
-4,98395005;1,08836734
-4,98384605;1,04100025
-4,98374205;1,08836734
-4,98363805;1,08836734
-4,98353405;1,08836734
-4,98343005;1,04100025
-4,98332605;1,08836734
-4,98322205;1,04100025
-4,98311805;1,08836734
-4,98301405;1,04100025
-4,98291005;1,08836734
-4,98280605;1,08836734
-4,98270205;1,08836734
-4,98259805;1,04100025
-4,98249405;1,08836734
-4,98239005;1,04100025
-4,98228605;1,04100025
-4,98218205;1,04100025
-4,98207805;1,08836734
-4,98197405;1,04100025
-4,98187005;1,04100025
-4,98176605;1,04100025
-4,98166205;1,08836734
-4,98155805;1,04100025
-4,98145405;1,08836734
-4,98135005;1,08836734
-4,98124605;1,08836734
-4,98114205;1,04100025
-4,98103805;1,08836734
-4,98093405;1,04100025
-4,98083005;1,08836734
-4,98072605;1,08836734
-4,98062205;1,04100025
-4,98051805;1,08836734
-4,98041405;1,08836734
-4,98031005;1,04100025
-4,98020605;1,08836734
-4,98010205;1,08836734
-4,97999805;1,08836734
-4,97989405;1,08836734
-4,97979005;1,04100025
-4,97968605;1,04100025
-4,97958205;1,04100025
-4,97947805;1,08836734
-4,97937405;1,08836734
-4,97927005;1,04100025
-4,97916605;1,08836734
-4,97906205;1,04100025
-4,97895805;1,08836734
-4,97885405;1,04100025
-4,97875005;1,08836734
-4,97864605;1,04100025
-4,97854205;1,04100025
-4,97843805;1,08836734
-4,97833405;1,08836734
-4,97823005;0,99378693
-4,97812605;1,08836734
-4,97802205;1,08836734
-4,97791805;1,08836734
-4,97781405;1,04100025
-4,97771005;1,04100025
-4,97760605;1,08836734
-4,97750205;1,04100025
-4,97739805;1,04100025
-4,97729405;1,04100025
-4,97719005;1,04100025
-4,97708605;1,08836734
-4,97698205;1,04100025
-4,97687805;1,08836734
-4,97677405;1,08836734
-4,97667005;1,08836734
-4,97656605;1,08836734
-4,97646205;1,08836734
-4,97635805;1,04100025
-4,97625405;1,04100025
-4,97615005;1,04100025
-4,97604605;1,04100025
-4,97594205;1,08836734
-4,97583805;1,08836734
-4,97573405;1,08836734
-4,97563005;1,04100025
-4,97552605;1,04100025
-4,97542205;1,08836734
-4,97531805;1,04100025
-4,97521405;1,08836734
-4,97511005;1,04100025
-4,97500605;1,04100025
-4,97490205;1,04100025
-4,97479805;1,04100025
-4,97469405;1,04100025
-4,97459005;1,08836734
-4,97448605;1,04100025
-4,97438205;1,04100025
-4,97427805;1,08836734
-4,97417405;1,04100025
-4,97407005;1,08836734
-4,97396605;1,08836734
-4,97386205;1,04100025
-4,97375805;0,99378693
-4,97365405;1,08836734
-4,97355005;1,08836734
-4,97344605;1,08836734
-4,97334205;1,08836734
-4,97323805;1,04100025
-4,97313405;1,08836734
-4,97303005;1,04100025
-4,97292605;1,08836734
-4,97282205;1,04100025
-4,97271805;1,08836734
-4,97261405;1,04100025
-4,97251005;1,08836734
-4,97240605;1,04100025
-4,97230205;1,08836734
-4,97219805;1,04100025
-4,97209405;1,04100025
-4,97199005;1,04100025
-4,97188605;1,08836734
-4,97178205;1,08836734
-4,97167805;1,08836734
-4,97157405;1,08836734
-4,97147005;1,18294787
-4,97136605;1,04100025
-4,97126205;1,08836734
-4,97115805;1,08836734
-4,97105405;1,04100025
-4,97095005;1,08836734
-4,97084605;1,08836734
-4,97074205;1,04100025
-4,97063805;1,08836734
-4,97053405;1,04100025
-4,97043005;1,04100025
-4,97032605;1,04100025
-4,97022205;1,08836734
-4,97011805;1,04100025
-4,97001405;1,08836734
-4,96991005;1,04100025
-4,96980605;1,08836734
-4,96970205;1,08836734
-4,96959805;1,08836734
-4,96949405;1,04100025
-4,96939005;1,04100025
-4,96928605;1,04100025
-4,96918205;1,04100025
-4,96907805;1,08836734
-4,96897405;1,08836734
-4,96887005;1,04100025
-4,96876605;1,08836734
-4,96866205;1,04100025
-4,96855805;1,04100025
-4,96845405;1,04100025
-4,96835005;1,04100025
-4,96824605;1,08836734
-4,96814205;1,08836734
-4,96803805;1,04100025
-4,96793405;1,08836734
-4,96783005;1,04100025
-4,96772605;1,08836734
-4,96762205;1,04100025
-4,96751805;1,08836734
-4,96741405;1,08836734
-4,96731005;1,04100025
-4,96720605;1,08836734
-4,96710205;1,08836734
-4,96699805;1,04100025
-4,96689405;1,18294787
-4,96679005;1,04100025
-4,96668605;1,08836734
-4,96658205;1,08836734
-4,96647805;1,13573444
-4,96637405;1,04100025
-4,96627005;1,08836734
-4,96616605;1,08836734
-4,96606205;1,08836734
-4,96595805;1,08836734
-4,96585405;1,04100025
-4,96575005;1,04100025
-4,96564605;1,08836734
-4,96554205;1,04100025
-4,96543805;1,08836734
-4,96533405;1,04100025
-4,96523005;1,08836734
-4,96512605;1,04100025
-4,96502205;1,08836734
-4,96491805;1,08836734
-4,96481405;1,04100025
-4,96471005;1,08836734
-4,96460605;1,13573444
-4,96450205;0,99378693
-4,96439805;1,08836734
-4,96429405;1,08836734
-4,96419005;1,08836734
-4,96408605;1,04100025
-4,96398205;1,08836734
-4,96387805;1,04100025
-4,96377405;1,04100025
-4,96367005;1,08836734
-4,96356605;1,08836734
-4,96346205;1,04100025
-4,96335805;1,08836734
-4,96325405;1,04100025
-4,96315005;1,08836734
-4,96304605;1,04100025
-4,96294205;1,08836734
-4,96283805;1,04100025
-4,96273405;1,08836734
-4,96263005;1,04100025
-4,96252605;1,08836734
-4,96242205;1,08836734
-4,96231805;1,23031497
-4,96221405;1,08836734
-4,96211005;1,04100025
-4,96200605;1,08836734
-4,96190205;1,08836734
-4,96179805;1,08836734
-4,96169405;1,08836734
-4,96159005;1,08836734
-4,96148605;1,08836734
-4,96138205;1,08836734
-4,96127805;1,08836734
-4,96117405;1,04100025
-4,96107005;1,08836734
-4,96096605;1,04100025
-4,96086205;1,08836734
-4,96075805;1,08836734
-4,96065405;1,08836734
-4,96055005;1,04100025
-4,96044605;1,08836734
-4,96034205;1,08836734
-4,96023805;1,04100025
-4,96013405;1,08836734
-4,96003005;1,04100025
-4,95992605;1,08836734
-4,95982205;1,08836734
-4,95971805;1,08836734
-4,95961405;1,08836734
-4,95951005;1,08836734
-4,95940605;1,08836734
-4,95930205;1,04100025
-4,95919805;1,04100025
-4,95909405;1,08836734
-4,95899005;1,08836734
-4,95888605;1,04100025
-4,95878205;1,08836734
-4,95867805;1,04100025
-4,95857405;1,08836734
-4,95847005;1,08836734
-4,95836605;1,08836734
-4,95826205;1,04100025
-4,95815805;1,04100025
-4,95805405;1,08836734
-4,95795005;1,08836734
-4,95784605;1,04100025
-4,95774205;1,08836734
-4,95763805;1,23031497
-4,95753405;1,08836734
-4,95743005;1,08836734
-4,95732605;1,08836734
-4,95722205;1,04100025
-4,95711805;1,08836734
-4,95701405;1,04100025
-4,95691005;1,08836734
-4,95680605;1,04100025
-4,95670205;1,08836734
-4,95659805;1,04100025
-4,95649405;1,08836734
-4,95639005;1,08836734
-4,95628605;1,08836734
-4,95618205;1,04100025
-4,95607805;1,08836734
-4,95597405;1,04100025
-4,95587005;1,04100025
-4,95576605;1,04100025
-4,95566205;1,08836734
-4,95555805;1,04100025
-4,95545405;1,08836734
-4,95535005;1,04100025
-4,95524605;1,08836734
-4,95514205;1,08836734
-4,95503805;1,04100025
-4,95493405;1,04100025
-4,95483005;1,08836734
-4,95472605;1,08836734
-4,95462205;1,08836734
-4,95451805;1,08836734
-4,95441405;1,08836734
-4,95431005;1,04100025
-4,95420605;1,04100025
-4,95410205;1,04100025
-4,95399805;1,08836734
-4,95389405;1,04100025
-4,95379005;1,04100025
-4,95368605;1,04100025
-4,95358205;1,08836734
-4,95347805;1,08836734
-4,95337405;1,08836734
-4,95327005;1,04100025
-4,95316605;1,08836734
-4,95306205;0,99378693
-4,95295805;1,04100025
-4,95285405;1,08836734
-4,95275005;1,08836734
-4,95264605;1,04100025
-4,95254205;1,04100025
-4,95243805;1,08836734
-4,95233405;1,08836734
-4,95223005;1,04100025
-4,95212605;1,08836734
-4,95202205;1,04100025
-4,95191805;1,08836734
-4,95181405;1,04100025
-4,95171005;1,08836734
-4,95160605;1,04100025
-4,95150205;1,08836734
-4,95139805;1,08836734
-4,95129405;1,08836734
-4,95119005;1,08836734
-4,95108605;1,04100025
-4,95098205;1,04100025
-4,95087805;1,04100025
-4,95077405;1,13573444
-4,95067005;1,04100025
-4,95056605;1,04100025
-4,95046205;1,08836734
-4,95035805;1,08836734
-4,95025405;1,08836734
-4,95015005;1,08836734
-4,95004605;1,08836734
-4,94994205;1,08836734
-4,94983805;1,04100025
-4,94973405;1,04100025
-4,94963005;1,08836734
-4,94952605;1,04100025
-4,94942205;1,04100025
-4,94931805;1,04100025
-4,94921405;1,04100025
-4,94911005;1,08836734
-4,94900605;1,08836734
-4,94890205;1,08836734
-4,94879805;1,08836734
-4,94869405;1,04100025
-4,94859005;1,08836734
-4,94848605;1,08836734
-4,94838205;1,08836734
-4,94827805;1,08836734
-4,94817405;1,08836734
-4,94807005;1,04100025
-4,94796605;1,08836734
-4,94786205;1,04100025
-4,94775805;1,08836734
-4,94765405;1,08836734
-4,94755005;1,08836734
-4,94744605;1,08836734
-4,94734205;1,08836734
-4,94723805;1,08836734
-4,94713405;1,08836734
-4,94703005;1,08836734
-4,94692605;1,08836734
-4,94682205;1,04100025
-4,94671805;1,08836734
-4,94661405;1,04100025
-4,94651005;1,08836734
-4,94640605;1,08836734
-4,94630205;1,04100025
-4,94619805;1,04100025
-4,94609405;1,08836734
-4,94599005;1,04100025
-4,94588605;1,08836734
-4,94578205;1,04100025
-4,94567805;1,08836734
-4,94557405;1,08836734
-4,94547005;1,08836734
-4,94536605;1,04100025
-4,94526205;1,08836734
-4,94515805;1,08836734
-4,94505405;1,08836734
-4,94495005;1,04100025
-4,94484605;1,08836734
-4,94474205;1,04100025
-4,94463805;1,08836734
-4,94453405;1,04100025
-4,94443005;1,08836734
-4,94432605;1,04100025
-4,94422205;1,08836734
-4,94411805;1,08836734
-4,94401405;1,08836734
-4,94391005;1,04100025
-4,94380605;1,04100025
-4,94370205;1,08836734
-4,94359805;1,08836734
-4,94349405;1,08836734
-4,94339005;1,04100025
-4,94328605;1,08836734
-4,94318205;1,08836734
-4,94307805;1,08836734
-4,94297405;1,08836734
-4,94287005;1,08836734
-4,94276605;1,04100025
-4,94266205;1,04100025
-4,94255805;1,08836734
-4,94245405;1,08836734
-4,94235005;1,04100025
-4,94224605;1,04100025
-4,94214205;1,08836734
-4,94203805;1,04100025
-4,94193405;1,04100025
-4,94183005;1,04100025
-4,94172605;1,04100025
-4,94162205;1,08836734
-4,94151805;1,04100025
-4,94141405;1,04100025
-4,94131005;1,08836734
-4,94120605;1,04100025
-4,94110205;1,08836734
-4,94099805;1,04100025
-4,94089405;1,08836734
-4,94079005;1,08836734
-4,94068605;1,04100025
-4,94058205;1,04100025
-4,94047805;1,08836734
-4,94037405;1,08836734
-4,94027005;1,08836734
-4,94016605;1,04100025
-4,94006205;1,08836734
-4,93995805;1,08836734
-4,93985405;1,08836734
-4,93975005;1,04100025
-4,93964605;1,08836734
-4,93954205;1,08836734
-4,93943805;1,08836734
-4,93933405;1,04100025
-4,93923005;1,08836734
-4,93912605;1,04100025
-4,93902205;1,08836734
-4,93891805;1,04100025
-4,93881405;1,08836734
-4,93871005;1,04100025
-4,93860605;1,08836734
-4,93850205;1,08836734
-4,93839805;1,04100025
-4,93829405;1,04100025
-4,93819005;1,08836734
-4,93808605;1,08836734
-4,93798205;1,08836734
-4,93787805;1,08836734
-4,93777405;1,08836734
-4,93767005;1,04100025
-4,93756605;1,08836734
-4,93746205;1,04100025
-4,93735805;1,08836734
-4,93725405;1,04100025
-4,93715005;1,04100025
-4,93704605;1,08836734
-4,93694205;1,08836734
-4,93683805;1,08836734
-4,93673405;1,08836734
-4,93663005;1,04100025
-4,93652605;1,04100025
-4,93642205;1,08836734
-4,93631805;1,08836734
-4,93621405;1,04100025
-4,93611005;1,08836734
-4,93600605;1,04100025
-4,93590205;1,08836734
-4,93579805;1,04100025
-4,93569405;1,04100025
-4,93559005;1,04100025
-4,93548605;1,08836734
-4,93538205;1,08836734
-4,93527805;1,08836734
-4,93517405;1,04100025
-4,93507005;1,08836734
-4,93496605;1,04100025
-4,93486205;1,08836734
-4,93475805;1,08836734
-4,93465405;1,08836734
-4,93455005;1,04100025
-4,93444605;1,08836734
-4,93434205;1,04100025
-4,93423805;1,04100025
-4,93413405;1,04100025
-4,93403005;1,08836734
-4,93392605;1,08836734
-4,93382205;1,13573444
-4,93371805;1,04100025
-4,93361405;1,08836734
-4,93351005;1,08836734
-4,93340605;1,08836734
-4,93330205;1,04100025
-4,93319805;1,08836734
-4,93309405;1,04100025
-4,93299005;1,08836734
-4,93288605;1,08836734
-4,93278205;1,04100025
-4,93267805;1,08836734
-4,93257405;1,08836734
-4,93247005;1,08836734
-4,93236605;1,08836734
-4,93226205;1,08836734
-4,93215805;1,08836734
-4,93205405;1,04100025
-4,93195005;1,08836734
-4,93184605;1,04100025
-4,93174205;1,04100025
-4,93163805;1,04100025
-4,93153405;1,08836734
-4,93143005;1,08836734
-4,93132605;1,08836734
-4,93122205;1,04100025
-4,93111805;1,08836734
-4,93101405;1,04100025
-4,93091005;1,08836734
-4,93080605;1,08836734
-4,93070205;1,08836734
-4,93059805;1,08836734
-4,93049405;1,04100025
-4,93039005;1,04100025
-4,93028605;1,08836734
-4,93018205;1,04100025
-4,93007805;1,08836734
-4,92997405;1,04100025
-4,92987005;1,08836734
-4,92976605;1,04100025
-4,92966205;1,08836734
-4,92955805;1,04100025
-4,92945405;1,08836734
-4,92935005;1,04100025
-4,92924605;1,04100025
-4,92914205;1,04100025
-4,92903805;1,08836734
-4,92893405;1,08836734
-4,92883005;1,08836734
-4,92872605;1,08836734
-4,92862205;1,08836734
-4,92851805;1,04100025
-4,92841405;1,08836734
-4,92831005;1,08836734
-4,92820605;1,08836734
-4,92810205;1,08836734
-4,92799805;1,08836734
-4,92789405;1,08836734
-4,92779005;1,08836734
-4,92768605;1,08836734
-4,92758205;1,04100025
-4,92747805;1,04100025
-4,92737405;1,04100025
-4,92727005;1,04100025
-4,92716605;1,04100025
-4,92706205;1,08836734
-4,92695805;1,08836734
-4,92685405;1,04100025
-4,92675005;1,08836734
-4,92664605;1,04100025
-4,92654205;1,08836734
-4,92643805;1,04100025
-4,92633405;1,04100025
-4,92623005;1,04100025
-4,92612605;1,08836734
-4,92602205;1,08836734
-4,92591805;1,08836734
-4,92581405;1,04100025
-4,92571005;1,08836734
-4,92560605;1,08836734
-4,92550205;1,08836734
-4,92539805;1,04100025
-4,92529405;1,08836734
-4,92519005;1,08836734
-4,92508605;1,08836734
-4,92498205;1,04100025
-4,92487805;1,04100025
-4,92477405;1,08836734
-4,92467005;1,08836734
-4,92456605;1,08836734
-4,92446205;1,08836734
-4,92435805;1,04100025
-4,92425405;1,08836734
-4,92415005;1,04100025
-4,92404605;1,08836734
-4,92394205;1,08836734
-4,92383805;1,08836734
-4,92373405;1,08836734
-4,92363005;1,04100025
-4,92352605;1,04100025
-4,92342205;1,08836734
-4,92331805;1,08836734
-4,92321405;1,04100025
-4,92311005;1,04100025
-4,92300605;1,08836734
-4,92290205;1,08836734
-4,92279805;1,04100025
-4,92269405;1,04100025
-4,92259005;1,08836734
-4,92248605;1,04100025
-4,92238205;1,04100025
-4,92227805;1,08836734
-4,92217405;1,08836734
-4,92207005;1,04100025
-4,92196605;1,04100025
-4,92186205;1,04100025
-4,92175805;1,04100025
-4,92165405;1,08836734
-4,92155005;1,04100025
-4,92144605;1,04100025
-4,92134205;1,04100025
-4,92123805;1,08836734
-4,92113405;1,08836734
-4,92103005;1,04100025
-4,92092605;1,08836734
-4,92082205;1,08836734
-4,92071805;1,04100025
-4,92061405;1,04100025
-4,92051005;1,08836734
-4,92040605;1,04100025
-4,92030205;1,08836734
-4,92019805;1,08836734
-4,92009405;1,08836734
-4,91999005;1,04100025
-4,91988605;1,08836734
-4,91978205;1,04100025
-4,91967805;1,08836734
-4,91957405;1,08836734
-4,91947005;1,08836734
-4,91936605;1,04100025
-4,91926205;1,08836734
-4,91915805;1,04100025
-4,91905405;1,08836734
-4,91895005;1,08836734
-4,91884605;1,08836734
-4,91874205;1,04100025
-4,91863805;1,08836734
-4,91853405;1,04100025
-4,91843005;1,08836734
-4,91832605;1,08836734
-4,91822205;1,08836734
-4,91811805;1,08836734
-4,91801405;1,08836734
-4,91791005;1,04100025
-4,91780605;1,04100025
-4,91770205;1,04100025
-4,91759805;1,08836734
-4,91749405;1,04100025
-4,91739005;1,08836734
-4,91728605;1,04100025
-4,91718205;1,08836734
-4,91707805;1,08836734
-4,91697405;1,08836734
-4,91687005;1,08836734
-4,91676605;1,04100025
-4,91666205;1,04100025
-4,91655805;1,08836734
-4,91645405;1,04100025
-4,91635005;1,08836734
-4,91624605;1,08836734
-4,91614205;1,08836734
-4,91603805;1,04100025
-4,91593405;1,08836734
-4,91583005;1,04100025
-4,91572605;1,08836734
-4,91562205;1,08836734
-4,91551805;1,04100025
-4,91541405;1,08836734
-4,91531005;1,08836734
-4,91520605;1,04100025
-4,91510205;1,08836734
-4,91499805;1,04100025
-4,91489405;1,08836734
-4,91479005;1,04100025
-4,91468605;1,08836734
-4,91458205;1,04100025
-4,91447805;1,08836734
-4,91437405;1,08836734
-4,91427005;1,08836734
-4,91416605;1,04100025
-4,91406205;1,08836734
-4,91395805;1,08836734
-4,91385405;1,08836734
-4,91375005;1,04100025
-4,91364605;1,08836734
-4,91354205;1,04100025
-4,91343805;1,08836734
-4,91333405;1,04100025
-4,91323005;1,04100025
-4,91312605;1,04100025
-4,91302205;1,08836734
-4,91291805;1,08836734
-4,91281405;1,08836734
-4,91271005;1,08836734
-4,91260605;1,08836734
-4,91250205;1,04100025
-4,91239805;1,08836734
-4,91229405;1,04100025
-4,91219005;1,08836734
-4,91208605;1,04100025
-4,91198205;1,08836734
-4,91187805;1,08836734
-4,91177405;1,08836734
-4,91167005;1,04100025
-4,91156605;1,08836734
-4,91146205;1,04100025
-4,91135805;1,04100025
-4,91125405;1,04100025
-4,91115005;1,04100025
-4,91104605;1,04100025
-4,91094205;1,08836734
-4,91083805;1,04100025
-4,91073405;1,04100025
-4,91063005;1,04100025
-4,91052605;1,08836734
-4,91042205;1,04100025
-4,91031805;1,04100025
-4,91021405;1,04100025
-4,91011005;1,08836734
-4,91000605;1,04100025
-4,90990205;1,04100025
-4,90979805;1,08836734
-4,90969405;1,04100025
-4,90959005;1,04100025
-4,90948605;1,08836734
-4,90938205;1,04100025
-4,90927805;1,04100025
-4,90917405;1,04100025
-4,90907005;1,08836734
-4,90896605;1,08836734
-4,90886205;1,08836734
-4,90875805;1,08836734
-4,90865405;1,08836734
-4,90855005;1,04100025
-4,90844605;1,08836734
-4,90834205;1,04100025
-4,90823805;1,04100025
-4,90813405;1,04100025
-4,90803005;1,08836734
-4,90792605;1,04100025
-4,90782205;1,08836734
-4,90771805;1,08836734
-4,90761405;1,08836734
-4,90751005;1,08836734
-4,90740605;1,08836734
-4,90730205;1,08836734
-4,90719805;1,04100025
-4,90709405;1,04100025
-4,90699005;1,08836734
-4,90688605;1,08836734
-4,90678205;1,08836734
-4,90667805;1,04100025
-4,90657405;1,08836734
-4,90647005;1,08836734
-4,90636605;1,08836734
-4,90626205;1,08836734
-4,90615805;1,08836734
-4,90605405;1,08836734
-4,90595005;1,04100025
-4,90584605;1,04100025
-4,90574205;1,08836734
-4,90563805;1,04100025
-4,90553405;1,08836734
-4,90543005;1,04100025
-4,90532605;1,08836734
-4,90522205;1,04100025
-4,90511805;1,04100025
-4,90501405;1,08836734
-4,90491005;1,08836734
-4,90480605;1,08836734
-4,90470205;1,08836734
-4,90459805;1,08836734
-4,90449405;1,08836734
-4,90439005;1,08836734
-4,90428605;1,08836734
-4,90418205;1,04100025
-4,90407805;1,08836734
-4,90397405;1,08836734
-4,90387005;1,04100025
-4,90376605;1,04100025
-4,90366205;1,08836734
-4,90355805;1,08836734
-4,90345405;1,08836734
-4,90335005;1,04100025
-4,90324605;1,04100025
-4,90314205;1,08836734
-4,90303805;1,08836734
-4,90293405;1,04100025
-4,90283005;1,04100025
-4,90272605;1,08836734
-4,90262205;1,08836734
-4,90251805;1,04100025
-4,90241405;1,08836734
-4,90231005;1,08836734
-4,90220605;1,08836734
-4,90210205;1,04100025
-4,90199805;1,08836734
-4,90189405;1,04100025
-4,90179005;1,08836734
-4,90168605;1,04100025
-4,90158205;1,08836734
-4,90147805;1,04100025
-4,90137405;1,08836734
-4,90127005;1,04100025
-4,90116605;1,04100025
-4,90106205;1,04100025
-4,90095805;1,08836734
-4,90085405;1,08836734
-4,90075005;1,08836734
-4,90064605;1,08836734
-4,90054205;1,08836734
-4,90043805;1,04100025
-4,90033405;1,08836734
-4,90023005;1,08836734
-4,90012605;1,08836734
-4,90002205;1,04100025
-4,89991805;1,08836734
-4,89981405;1,04100025
-4,89971005;1,08836734
-4,89960605;1,04100025
-4,89950205;1,08836734
-4,89939805;1,04100025
-4,89929405;1,08836734
-4,89919005;1,08836734
-4,89908605;1,08836734
-4,89898205;1,04100025
-4,89887805;1,08836734
-4,89877405;1,04100025
-4,89867005;1,08836734
-4,89856605;1,08836734
-4,89846205;1,08836734
-4,89835805;1,04100025
-4,89825405;1,04100025
-4,89815005;1,08836734
-4,89804605;1,08836734
-4,89794205;1,04100025
-4,89783805;1,04100025
-4,89773405;1,04100025
-4,89763005;1,08836734
-4,89752605;1,08836734
-4,89742205;1,08836734
-4,89731805;1,04100025
-4,89721405;1,08836734
-4,89711005;1,04100025
-4,89700605;1,08836734
-4,89690205;1,08836734
-4,89679805;1,04100025
-4,89669405;1,04100025
-4,89659005;1,08836734
-4,89648605;1,08836734
-4,89638205;1,04100025
-4,89627805;1,04100025
-4,89617405;1,08836734
-4,89607005;1,08836734
-4,89596605;1,08836734
-4,89586205;1,08836734
-4,89575805;1,04100025
-4,89565405;1,04100025
-4,89555005;1,08836734
-4,89544605;1,04100025
-4,89534205;1,08836734
-4,89523805;1,04100025
-4,89513405;1,08836734
-4,89503005;1,04100025
-4,89492605;1,04100025
-4,89482205;1,08836734
-4,89471805;1,08836734
-4,89461405;1,04100025
-4,89451005;1,08836734
-4,89440605;1,04100025
-4,89430205;1,04100025
-4,89419805;1,04100025
-4,89409405;1,04100025
-4,89399005;1,04100025
-4,89388605;1,08836734
-4,89378205;1,04100025
-4,89367805;1,08836734
-4,89357405;1,08836734
-4,89347005;1,08836734
-4,89336605;1,04100025
-4,89326205;1,04100025
-4,89315805;1,04100025
-4,89305405;1,08836734
-4,89295005;1,08836734
-4,89284605;1,04100025
-4,89274205;1,04100025
-4,89263805;1,04100025
-4,89253405;1,08836734
-4,89243005;1,08836734
-4,89232605;1,04100025
-4,89222205;1,08836734
-4,89211805;1,08836734
-4,89201405;1,04100025
-4,89191005;1,04100025
-4,89180605;1,08836734
-4,89170205;1,04100025
-4,89159805;1,08836734
-4,89149405;1,04100025
-4,89139005;1,08836734
-4,89128605;1,04100025
-4,89118205;1,08836734
-4,89107805;1,04100025
-4,89097405;1,08836734
-4,89087005;1,08836734
-4,89076605;1,08836734
-4,89066205;1,04100025
-4,89055805;1,08836734
-4,89045405;1,04100025
-4,89035005;1,08836734
-4,89024605;1,04100025
-4,89014205;1,08836734
-4,89003805;1,08836734
-4,88993405;1,08836734
-4,88983005;1,04100025
-4,88972605;1,04100025
-4,88962205;1,08836734
-4,88951805;1,08836734
-4,88941405;1,04100025
-4,88931005;1,04100025
-4,88920605;1,08836734
-4,88910205;1,08836734
-4,88899805;1,04100025
-4,88889405;1,08836734
-4,88879005;1,04100025
-4,88868605;1,04100025
-4,88858205;1,04100025
-4,88847805;1,08836734
